"Bit","N","SMARTS"
2429,2429,"[!#1]N1[CH2][CH2]N([CH2][CH]=[CH]c2[cH][cH][cH][cH][cH]2)[CH2][CH2]1"
2430,2430,"[!#1]N1[CH2][CH2]N([CH2][CH2]1)[CH]2[CH2]C(=O)N(C2=O)c3[cH][cH][cH][cH][cH]3"
2431,2431,"[!#1]N1[CH2][CH2]N([CH2][CH2]1)[CH]2[CH2]C(=O)N(C2=O)c3[cH][cH][cH]c([!#1])[cH]3"
2432,2432,"[!#1]N1[CH2][CH2]N([CH2][CH2]1)[CH]2[CH2]C(=O)N(C2=O)c3[cH][cH]c([!#1])[cH][cH]3"
2433,2433,"[!#1]N1[CH2][CH2]N([CH2][CH2]1)C(=O)[!#1]"
2434,2434,"[!#1]N1[CH2][CH2]N([CH2][CH2]1)c2[cH][cH][cH][cH][cH]2"
2435,2435,"[!#1]N1[CH2][CH2]N([CH2][CH2]1)c2[cH][cH][cH][cH]c2[!#1]"
2436,2436,"[!#1]N1[CH2][CH2]N([CH2][CH2]1)c2[cH][cH][cH][cH]c2O[CH3]"
2437,2437,"[!#1]N1[CH2][CH2]N([CH2][CH2]1)c2[cH][cH][cH][cH]n2"
2438,2438,"[!#1]N1[CH2][CH2]N([CH2][CH2]1)c2[cH][cH]c([!#1])[cH][cH]2"
2439,2439,"[!#1]N1[CH2][CH2]N([CH2][CH2]1)c2[cH][cH]c([cH][cH]2)[N+](=O)[O-]"
2440,2440,"[!#1]N1[CH2][CH2]N([CH2][CH2]1)c2[cH][cH]c(Cl)[cH][cH]2"
2441,2441,"[!#1]N1[CH2][CH2]N([CH2][CH2]1)c2[cH][cH]c(F)[cH][cH]2"
2442,2442,"[!#1]N1[CH2][CH2]N([CH2][CH2]1)c2[cH][cH]c3[cH][cH][cH][cH]c3n2"
2443,2443,"[!#1]N1[CH2][CH2]N([CH2][CH2]1)S(=O)(=O)[!#1]"
2444,2444,"[!#1]N1[CH2][CH2]N([CH3])[CH2][CH2]1"
2445,2445,"[!#1]N1[CH2][CH2]N2[CH2][CH2][CH2][CH]2[CH2]1"
2446,2446,"[!#1]N1[CH2][CH2]n2c3[CH]1[CH2][CH2][CH2]c3c4[cH]c([!#1])[cH][cH]c24"
2447,2447,"[!#1]N1[CH2][CH2]n2c3[CH]1[CH2][CH2][CH2]c3c4[cH]c([CH3])[cH][cH]c24"
2448,2448,"[!#1]N1[CH2][CH2]O[CH2][CH2]1"
2449,2449,"[!#1]N1[CH2][CH2]O[CH2][CH2]O[CH2][CH2][NH][CH2][CH2]O[CH2][CH2]O[CH2][CH2]1"
2450,2450,"[!#1]N1[CH2][CH2]O[CH2][CH2]O[CH2][CH2]N([!#1])[CH2][CH2]O[CH2][CH2]O[CH2][CH2]1"
2451,2451,"[!#1]N1[CH2][CH2]O[CH2][CH2]O[CH2][CH2]O[CH2][CH2]O[CH2][CH2]1"
2452,2452,"[!#1]N1[CH2][CH2]O[CH2][CH2]O[CH2][CH2]O[CH2][CH2]O[CH2][CH2]O[CH2][CH2]1"
2453,2453,"[!#1]N1[CH2][CH2]SC1=[NH]"
2454,2454,"[!#1]N1[CH2]C([!#1])([!#1])C(=O)C([!#1])([!#1])[CH2]1"
2455,2455,"[!#1]N1[CH2]C(=O)[NH]c2[cH][cH][cH][cH]c12"
2456,2456,"[!#1]N1[CH2]C(=O)N([!#1])C(=O)[CH2]1"
2457,2457,"[!#1]N1[CH2]c2[cH][cH][cH][cH]c2[CH2]1"
2458,2458,"[!#1]N1[CH2]c2[cH][cH][cH][cH]c2C1=O"
2459,2459,"[!#1]n1c([CH3])[cH][cH]c1[CH3]"
2460,2460,"[!#1]n1c([CH3])[cH]c([CH3])nc1=O"
2461,2461,"[!#1]n1c([CH3])n[cH]c1[N+](=O)[O-]"
2462,2462,"[!#1]n1c([CH3])nc2[cH][cH][cH][cH]c12"
2463,2463,"[!#1]n1c(=[NH])n([!#1])c2[cH][cH][cH][cH]c12"
2464,2464,"[!#1]n1c(=[NH])sc2[cH][cH][cH][cH]c12"
2465,2465,"[!#1]N1C(=O)[CH]=[CH]C1=O"
2466,2466,"[!#1]N1C(=O)[CH]2[CH]([CH]3[CH]=[CH][CH]2[CH]4[CH]3C(=O)N([!#1])C4=O)C1=O"
2467,2467,"[!#1]N1C(=O)[CH]2[CH]([CH]3[CH]=[CH][CH]2[CH]4[CH2][CH]43)C1=O"
2468,2468,"[!#1]N1C(=O)[CH]2[CH]([CH]3c4[cH][cH][cH][cH]c4[CH]2c5[cH][cH][cH][cH]c35)C1=O"
2469,2469,"[!#1]N1C(=O)[CH]2[CH]3[CH2][CH]([CH]=[CH]3)[CH]2C1=O"
2470,2470,"[!#1]N1C(=O)[CH]2[CH]3OC([!#1])([CH]=[CH]3)[CH]2C1=O"
2471,2471,"[!#1]N1C(=O)[CH2][CH2]C1=O"
2472,2472,"[!#1]N1C(=O)[CH2][NH][CH2]C1=O"
2473,2473,"[!#1]N1C(=O)[CH2]SC1=S"
2474,2474,"[!#1]N1C(=O)[NH]C2([CH2][CH2][CH2][CH2][CH2]2)C1=O"
2475,2475,"[!#1]N1C(=O)[NH]C2([CH2][CH2][CH2][CH2]2)C1=O"
2476,2476,"[!#1]N1C(=O)C([!#1])([OH])c2[cH][cH][cH][cH]c12"
2477,2477,"[!#1]N1C(=O)C(=[CH]c2[cH][cH][cH][cH][cH]2)SC1=S"
2478,2478,"[!#1]N1C(=O)C(=[CH]c2[cH][cH]c(Cl)[cH][cH]2)SC1=S"
2479,2479,"[!#1]N1C(=O)C(=[CH]c2[cH][cH]c(F)[cH][cH]2)SC1=S"
2480,2480,"[!#1]N1C(=O)C(=[CH]c2[cH][cH]c(O[CH3])[cH][cH]2)SC1=S"
2481,2481,"[!#1]N1C(=O)C(=C2C(=O)[NH]c3[cH][cH][cH][cH]c23)SC1=S"
2482,2482,"[!#1]N1C(=O)C(=C2SC(=S)N([!#1])C2=O)SC1=S"
2483,2483,"[!#1]N1C(=O)C(=C2S(c3[cH][cH][cH][cH]c3N2[!#1])SC1=S)"
2484,2484,"[!#1]N1C(=O)C(=O)c2[cH][cH][cH][cH]c12"
2485,2485,"[!#1]N1C(=O)C(=O)c2[cH]c([!#1])[cH][cH]c12"
2486,2486,"[!#1]N1C(=O)c2[cH][cH][cH][cH]c2C1=O"
2487,2487,"[!#1]N1C(=O)c2[cH][cH][cH]c3[cH][cH][cH]c(C1=O)c23"
2488,2488,"[!#1]N1C(=O)c2[cH][cH][cH]c3c([!#1])[cH][cH]c(C1=O)c23"
2489,2489,"[!#1]N1C(=O)c2[cH][cH][cH]c3c([!#1])[cH][cH]c1c23"
2490,2490,"[!#1]N1C(=O)c2[cH][cH][cH]c3c([cH][cH]c(C1=O)c23)N4[CH2][CH2]O[CH2][CH2]4"
2491,2491,"[!#1]N1C(=O)c2[cH][cH]c([!#1])[cH]c2C1=O"
2492,2492,"[!#1]N1C(=O)c2[cH][cH]c([cH]c2C1=O)[N+](=O)[O-]"
2493,2493,"[!#1]N1C(=O)c2[cH][cH]c([cH]c2C1=O)C(=O)[OH]"
2494,2494,"[!#1]N1C(=O)c2[cH][cH]c([cH]c2C1=O)c3[cH][cH]c4C(=O)N([!#1])C(=O)c4[cH]3"
2495,2495,"[!#1]N1C(=O)c2[cH][cH]c(Br)[cH]c2C1=O"
2496,2496,"[!#1]n1c(=O)c2[cH]c3c(=O)n([!#1])c(=O)c3[cH]c2c1=O"
2497,2497,"[!#1]N1C(=O)N([!#1])C(=O)C([!#1])([!#1])C1=O"
2498,2498,"[!#1]n1c(=O)n([!#1])c(=O)n([!#1])c1=O"
2499,2499,"[!#1]n1c(=O)oc2[cH][cH][cH][cH]c12"
2500,2500,"[!#1]n1c(=O)oc2[cH]c(Br)[cH][cH]c12"
2501,2501,"[!#1]n1c(=O)oc2[cH]c(Cl)[cH][cH]c12"
2502,2502,"[!#1]n1c(=S)n([!#1])c2[cH][cH][cH][cH]c12"
2503,2503,"[!#1]n1c(=S)oc2[cH][cH][cH][cH]c12"
2504,2504,"[!#1]n1c(=S)sc2[cH][cH][cH][cH]c12"
2505,2505,"[!#1]N1c2[cH][cH][cH][cH]c2[CH]=[CH]c3[cH][cH][cH][cH]c13"
2506,2506,"[!#1]N1c2[cH][cH][cH][cH]c2[CH]=[CH]c3[cH][cH]c([!#1])[cH]c13"
2507,2507,"[!#1]N1c2[cH][cH][cH][cH]c2[CH2][CH2]c3[cH][cH][cH][cH]c13"
2508,2508,"[!#1]N1c2[cH][cH][cH][cH]c2[CH2][CH2]c3[cH][cH]c([!#1])[cH]c13"
2509,2509,"[!#1]N1c2[cH][cH][cH][cH]c2[CH2][CH2]c3[cH][cH]c([NH]C(=O)[!#1])[cH]c13"
2510,2510,"[!#1]N1c2[cH][cH][cH][cH]c2C([CH3])([CH3])C1([!#1])[!#1]"
2511,2511,"[!#1]n1c2[cH][cH][cH][cH]c2c(=O)c3[cH][cH][cH][cH]c13"
2512,2512,"[!#1]n1c2[cH][cH][cH][cH]c2c3[cH][cH][cH][cH]c13"
2513,2513,"[!#1]n1c2[cH][cH][cH][cH]c2c3nc4[cH][cH]c([cH]c4[cH]c13)[N+](=O)[O-]"
2514,2514,"[!#1]N1c2[cH][cH][cH][cH]c2Oc3nnc(Cl)[cH]c13"
2515,2515,"[!#1]N1c2[cH][cH][cH][cH]c2SC1([!#1])[!#1]"
2516,2516,"[!#1]N1c2[cH][cH][cH][cH]c2S(c3[cH][cH][cH][cH]c13)"
2517,2517,"[!#1]N1c2[cH][cH][cH][cH]c2S(c3[cH][cH]c([!#1])[cH]c13)"
2518,2518,"[!#1]N1c2[cH][cH][cH][cH]c2S(c3[cH][cH]c([cH]c13)C(F)(F)F)"
2519,2519,"[!#1]N1c2[cH][cH][cH][cH]c2S(c3[cH][cH]c([NH]C(=O)[!#1])[cH]c13)"
2520,2520,"[!#1]n1c2[cH][cH]c(Br)[cH]c2c3[cH]c(Br)[cH][cH]c13"
2521,2521,"[!#1]n1c2[cH][cH]c(Cl)[cH]c2c3[cH]c(Cl)[cH][cH]c13"
2522,2522,"[!#1]n1c2[CH2][CH2][CH2][CH2]c2sc1=[NH]"
2523,2523,"[!#1]n1c2[CH2][CH2][CH2]c2c(=[NH])c3[cH][cH][cH][cH]c13"
2524,2524,"[!#1]n1c2[CH2][CH2][CH2]c2c3[cH][cH][cH][cH]c13"
2525,2525,"[!#1]n1c-2c([CH2][CH2]c3c2[cH]nn3c4[cH][cH][cH][cH][cH]4)c5[cH][cH][cH][cH]c15"
2526,2526,"[!#1]n1c2C(=O)[CH2][CH2][CH2]c2c3[cH]c([CH3])[cH][cH]c13"
2527,2527,"[!#1]n1c2c(n([!#1])c3[cH][cH][cH][cH]c23)c4[cH][cH][cH][cH]c14"
2528,2528,"[!#1]n1n[cH][n+]2nc([CH3])[cH]c([OH])c12"
2529,2529,"[!#1]N1N=C([CH2][CH](C1=O)c2[cH][nH]c3[cH][cH][cH][cH]c23)c4[cH][cH][cH][cH][cH]4"
2530,2530,"[!#1]N1N=C([CH2][CH](C1=O)c2[cH]n([!#1])c3[cH][cH][cH][cH]c23)c4[cH][cH][cH][cH][cH]4"
2531,2531,"[!#1]N1N=C2[CH]([CH2][CH2]c3[cH][cH]c([!#1])[cH]c23)[CH]1c4[cH][cH]c([!#1])[cH][cH]4"
2532,2532,"[!#1]N1N=C2[CH]([CH2][CH2]c3[cH]c([!#1])[cH][cH]c23)[CH]1c4[cH][cH]c([!#1])[cH][cH]4"
2533,2533,"[!#1]n1nc([CH3])[cH]c1[CH3]"
2534,2534,"[!#1]n1nc([CH3])c(Br)c1[CH3]"
2535,2535,"[!#1]n1nc(c2[cH][cH][cH][cH][cH]2)c3[cH][cH][cH]c3c1c4[cH][cH][cH][cH][cH]4"
2536,2536,"[!#1]n1nc(nc1c2[cH][cH][cH][cH][cH]2)c3[cH][cH][cH][cH][cH]3"
2537,2537,"[!#1]n1nc2[cH][cH][cH][cH]c2n1"
2538,2538,"[!#1]n1nc2C(=N[NH][CH3])c3nn([!#1])nc3C(=N[NH][CH3])c2n1"
2539,2539,"[!#1]n1nc2C(=N[OH])c3nn([!#1])nc3C(=N[OH])c2n1"
2540,2540,"[!#1]n1nc2C(=NN=C([CH3])[CH3])c3nn([!#1])nc3C(=NN=C([CH3])[CH3])c2n1"
2541,2541,"[!#1]n1nc2C(=NOC(=O)[CH3])c3nn([!#1])nc3C(=NOC(=O)[CH3])c2n1"
2542,2542,"[!#1]n1nnc2[cH][cH][cH][cH]c12"
2543,2543,"[!#1]n1nnc2c(=O)oc3[cH][cH][cH][cH]c3c12"
2544,2544,"[!#1]n1nnnc1C2([!#1])[CH2][CH2][CH2][CH2][CH2]2"
2545,2545,"[!#1]n1nnnc1C2([!#1])[CH2][CH2][CH2][CH2]2"
2546,2546,"[!#1]n1nnnc1c2[cH][cH][cH][cH][cH]2"
2547,2547,"[!#1]O[!#1]"
2548,2548,"[!#1]O[CH]([!#1])[!#1]"
2549,2549,"[!#1]O[CH]([CH]([!#1])[CH2][CH]1[CH2][CH2]N([!#1])[CH2][CH]1[CH]([!#1])[!#1])c2[cH][cH]nc3[cH][cH][cH][cH]c23"
2550,2550,"[!#1]O[CH]([CH3])[CH3]"
2551,2551,"[!#1]O[CH]([CH3])C([!#1])([!#1])Cl"
2552,2552,"[!#1]O[CH]([CH3])C(=O)[NH][NH2]"
2553,2553,"[!#1]O[CH]([CH3])C(=O)[NH]N=[CH][!#1]"
2554,2554,"[!#1]O[CH]([CH3])C(=O)[NH]N=[CH]c1[cH][cH][cH][cH][cH]1"
2555,2555,"[!#1]O[CH]([CH3])C(=O)[NH]N=[CH]c1[cH][cH][cH]c([cH]1)[N+](=O)[O-]"
2556,2556,"[!#1]O[CH]([CH3])C(=O)[NH]N=[CH]c1[cH]c([cH][cH]c1[OH])[N+](=O)[O-]"
2557,2557,"[!#1]O[CH]([CH3])C(=O)[OH]"
2558,2558,"[!#1]O[CH]([NH]C(=O)[!#1])C(Br)(Br)Br"
2559,2559,"[!#1]O[CH]([NH]C(=O)[!#1])C(Cl)(Cl)Cl"
2560,2560,"[!#1]O[CH](C(F)(F)F)C(F)(F)F"
2561,2561,"[!#1]O[CH](F)F"
2562,2562,"[!#1]O[CH]1[CH2][CH]([CH3])[CH2][CH2][CH]1[CH]([CH3])[CH3]"
2563,2563,"[!#1]O[CH]1[CH2][CH2][CH]([CH2][CH2]1)C([CH3])([CH3])[CH3]"
2564,2564,"[!#1]O[CH2][CH]([!#1])[!#1]"
2565,2565,"[!#1]O[CH2][CH]([CH3])[CH3]"
2566,2566,"[!#1]O[CH2][CH]([OH])[CH2][NH][CH]([CH3])[CH3]"
2567,2567,"[!#1]O[CH2][CH]([OH])[CH2][NH]C([CH3])([CH3])[CH2]C([CH3])([CH3])[CH3]"
2568,2568,"[!#1]O[CH2][CH]([OH])[CH2][NH]C([CH3])([CH3])[CH3]"
2569,2569,"[!#1]O[CH2][CH]([OH])[CH2][NH]S(=O)(=O)[OH]"
2570,2570,"[!#1]O[CH2][CH]([OH])[CH2]N([!#1])[CH2][CH3]"
2571,2571,"[!#1]O[CH2][CH]([OH])[CH2]N([!#1])[CH3]"
2572,2572,"[!#1]O[CH2][CH]([OH])[CH2]N([CH2][CH3])[CH2][CH3]"
2573,2573,"[!#1]O[CH2][CH]([OH])[CH2]N([CH2][CH3])S(=O)(=O)[OH]"
2574,2574,"[!#1]O[CH2][CH]([OH])[CH2]N([CH3])[CH2][CH]([OH])[CH2][NH]S(=O)(=O)[OH]"
2575,2575,"[!#1]O[CH2][CH]([OH])[CH2]N([CH3])S(=O)(=O)[OH]"
2576,2576,"[!#1]O[CH2][CH]=[CH2]"
2577,2577,"[!#1]O[CH2][CH]1O[CH]([!#1])[CH](O[!#1])[CH]1O[!#1]"
2578,2578,"[!#1]O[CH2][CH2][CH]([CH3])[CH3]"
2579,2579,"[!#1]O[CH2][CH2][CH2][CH2][CH2][CH2][CH3]"
2580,2580,"[!#1]O[CH2][CH2][CH2][CH2][CH2][CH3]"
2581,2581,"[!#1]O[CH2][CH2][CH2][CH2][CH3]"
2582,2582,"[!#1]O[CH2][CH2][CH2][CH3]"
2583,2583,"[!#1]O[CH2][CH2][CH2]C(=O)[!#1]"
2584,2584,"[!#1]O[CH2][CH2][CH3]"
2585,2585,"[!#1]O[CH2][CH2][NH]C(=O)[!#1]"
2586,2586,"[!#1]O[CH2][CH2][NH2]"
2587,2587,"[!#1]O[CH2][CH2][OH]"
2588,2588,"[!#1]O[CH2][CH2]c1[cH][cH][cH][cH][cH]1"
2589,2589,"[!#1]O[CH2][CH2]Cl"
2590,2590,"[!#1]O[CH2][CH2]F"
2591,2591,"[!#1]O[CH2][CH2]N([CH2][CH3])[CH2][CH3]"
2592,2592,"[!#1]O[CH2][CH2]O[!#1]"
2593,2593,"[!#1]O[CH2][CH2]OC(=O)[!#1]"
2594,2594,"[!#1]O[CH2][CH2]S(=O)(=O)[!#1]"
2595,2595,"[!#1]O[CH2][CH3]"
2596,2596,"[!#1]O[CH2]C#[CH]"
2597,2597,"[!#1]O[CH2]C([!#1])([!#1])Cl"
2598,2598,"[!#1]O[CH2]C(=O)[!#1]"
2599,2599,"[!#1]O[CH2]C(=O)[CH3]"
2600,2600,"[!#1]O[CH2]C(=O)[NH][CH]([!#1])[CH3]"
2601,2601,"[!#1]O[CH2]C(=O)[NH][CH]([CH2][CH2]S[CH3])C(=O)O[CH3]"
2602,2602,"[!#1]O[CH2]C(=O)[NH][CH2][CH2]N([CH3])[CH3]"
2603,2603,"[!#1]O[CH2]C(=O)[NH][NH]C(=O)[!#1]"
2604,2604,"[!#1]O[CH2]C(=O)[NH][NH]C(=O)[CH2][CH2][CH2][CH2][CH3]"
2605,2605,"[!#1]O[CH2]C(=O)[NH][NH2]"
2606,2606,"[!#1]O[CH2]C(=O)[NH]C(=O)O[!#1]"
2607,2607,"[!#1]O[CH2]C(=O)[NH]N=[CH][!#1]"
2608,2608,"[!#1]O[CH2]C(=O)[NH]N=[CH][CH]([!#1])[!#1]"
2609,2609,"[!#1]O[CH2]C(=O)[NH]N=[CH][CH]=[CH][!#1]"
2610,2610,"[!#1]O[CH2]C(=O)[NH]N=[CH][CH]=[CH]c1[cH][cH][cH]c([cH]1)[N+](=O)[O-]"
2611,2611,"[!#1]O[CH2]C(=O)[NH]N=[CH]c1[cH][cH][cH][cH]c1[!#1]"
2612,2612,"[!#1]O[CH2]C(=O)[NH]N=[CH]c1[cH][cH][cH][cH]c1[N+](=O)[O-]"
2613,2613,"[!#1]O[CH2]C(=O)[NH]N=[CH]c1[cH][cH][cH][cH]c1[OH]"
2614,2614,"[!#1]O[CH2]C(=O)[NH]N=[CH]c1[cH][cH][cH][cH]c1Cl"
2615,2615,"[!#1]O[CH2]C(=O)[NH]N=[CH]c1[cH][cH][cH][cH]c1O[CH3]"
2616,2616,"[!#1]O[CH2]C(=O)[NH]N=[CH]c1[cH][cH][cH]c([!#1])[cH]1"
2617,2617,"[!#1]O[CH2]C(=O)[NH]N=[CH]c1[cH][cH][cH]c([cH]1)[N+](=O)[O-]"
2618,2618,"[!#1]O[CH2]C(=O)[NH]N=[CH]c1[cH][cH]c([!#1])[cH][cH]1"
2619,2619,"[!#1]O[CH2]C(=O)[NH]N=[CH]c1[cH][cH]c([!#1])[cH]c1[OH]"
2620,2620,"[!#1]O[CH2]C(=O)[NH]N=[CH]c1[cH][cH]c([cH][cH]1)[N+](=O)[O-]"
2621,2621,"[!#1]O[CH2]C(=O)[NH]N=[CH]c1[cH][cH]c([CH3])o1"
2622,2622,"[!#1]O[CH2]C(=O)[NH]N=[CH]c1[cH][cH]c([OH])[cH][cH]1"
2623,2623,"[!#1]O[CH2]C(=O)[NH]N=[CH]c1[cH][cH]c([OH])c([cH]1)[N+](=O)[O-]"
2624,2624,"[!#1]O[CH2]C(=O)[NH]N=[CH]c1[cH][cH]c(Cl)[cH][cH]1"
2625,2625,"[!#1]O[CH2]C(=O)[NH]N=[CH]c1[cH][cH]c(Cl)c([cH]1)[N+](=O)[O-]"
2626,2626,"[!#1]O[CH2]C(=O)[NH]N=[CH]c1[cH][cH]c(O[CH3])c([cH]1)[N+](=O)[O-]"
2627,2627,"[!#1]O[CH2]C(=O)[NH]N=[CH]c1[cH][cH]c(s1)[N+](=O)[O-]"
2628,2628,"[!#1]O[CH2]C(=O)[NH]N=[CH]c1[cH]c([cH][cH]c1[OH])[N+](=O)[O-]"
2629,2629,"[!#1]O[CH2]C(=O)[NH]N=[CH]c1[cH]c(I)[cH]c([!#1])c1[OH]"
2630,2630,"[!#1]O[CH2]C(=O)[NH]N=[CH]c1[cH]c(N=Nc2[cH][cH][cH][cH][cH]2)[cH][cH]c1[OH]"
2631,2631,"[!#1]O[CH2]C(=O)[NH]N=[CH]c1[cH]c2[cH][cH][cH][cH]c2nc1Cl"
2632,2632,"[!#1]O[CH2]C(=O)[NH]N=[CH]c1[cH]c2O[CH2]Oc2[cH]c1[N+](=O)[O-]"
2633,2633,"[!#1]O[CH2]C(=O)[NH]N=[CH]c1c([OH])[cH][cH]c2[cH][cH][cH][cH]c12"
2634,2634,"[!#1]O[CH2]C(=O)[NH]N=[CH]c1c(Cl)[cH][cH][cH]c1Cl"
2635,2635,"[!#1]O[CH2]C(=O)[NH]N=[CH]c1c(O[CH3])[cH][cH]c2[cH][cH][cH][cH]c12"
2636,2636,"[!#1]O[CH2]C(=O)[NH]N=C([!#1])[CH3]"
2637,2637,"[!#1]O[CH2]C(=O)[NH]N=C([CH3])[CH]([!#1])[!#1]"
2638,2638,"[!#1]O[CH2]C(=O)[NH]N=C([CH3])[CH]=[CH][!#1]"
2639,2639,"[!#1]O[CH2]C(=O)[NH]N=C([CH3])[CH]=[CH]c1[cH][cH][cH]o1"
2640,2640,"[!#1]O[CH2]C(=O)[NH]N=C([CH3])c1[cH][cH][cH]c([cH]1)[N+](=O)[O-]"
2641,2641,"[!#1]O[CH2]C(=O)[NH]N=C([CH3])c1[cH][cH][cH]s1"
2642,2642,"[!#1]O[CH2]C(=O)[NH]N=C([CH3])c1[cH][cH]c(Br)s1"
2643,2643,"[!#1]O[CH2]C(=O)[NH]N=C(C(=O)[!#1])c1[cH]c(Br)[cH][cH]c1N([!#1])[CH3]"
2644,2644,"[!#1]O[CH2]C(=O)[NH]N=C1[CH2][CH2][CH2][CH2][CH2]1"
2645,2645,"[!#1]O[CH2]C(=O)[NH]N=C1C(=O)[NH]c2[cH][cH][cH][cH]c12"
2646,2646,"[!#1]O[CH2]C(=O)[NH]N=C1C(=O)[NH]c2[cH][cH]c([!#1])[cH]c12"
2647,2647,"[!#1]O[CH2]C(=O)[NH]N=C1C(=O)[NH]c2[cH][cH]c([cH]c12)[N+](=O)[O-]"
2648,2648,"[!#1]O[CH2]C(=O)[NH]N=C1C(=O)N([!#1])c2[cH][cH]c([!#1])[cH]c12"
2649,2649,"[!#1]O[CH2]C(=O)[NH]N=C1C(=O)N([CH3])c2[cH][cH]c(Br)[cH]c12"
2650,2650,"[!#1]O[CH2]C(=O)[NH2]"
2651,2651,"[!#1]O[CH2]C(=O)[OH]"
2652,2652,"[!#1]O[CH2]C(=O)c1[cH][cH][cH][cH][cH]1"
2653,2653,"[!#1]O[CH2]C(=O)c1[cH][cH]c([cH][cH]1)[N+](=O)[O-]"
2654,2654,"[!#1]O[CH2]C(=O)c1[cH][cH]c(Br)[cH][cH]1"
2655,2655,"[!#1]O[CH2]C(=O)c1[cH][cH]c(Cl)[cH][cH]1"
2656,2656,"[!#1]O[CH2]C(=O)c1[cH][cH]c(O[!#1])[cH][cH]1"
2657,2657,"[!#1]O[CH2]C(=O)N([!#1])[CH2][CH3]"
2658,2658,"[!#1]O[CH2]C(=O)N([!#1])[CH3]"
2659,2659,"[!#1]O[CH2]C(=O)N([CH2][CH3])[CH2][CH3]"
2660,2660,"[!#1]O[CH2]C(=O)O[!#1]"
2661,2661,"[!#1]O[CH2]C(=O)O[CH2]C(=O)[!#1]"
2662,2662,"[!#1]O[CH2]C(=O)O[CH3]"
2663,2663,"[!#1]O[CH2]C(=O)ON=[CH]c1[cH][cH]c(Br)[cH][cH]1"
2664,2664,"[!#1]O[CH2]C(=O)ON=C([CH3])C([CH3])([CH3])[CH3]"
2665,2665,"[!#1]O[CH2]C(F)(F)F"
2666,2666,"[!#1]O[CH2]c1[cH][cH][cH][cH][cH]1"
2667,2667,"[!#1]O[CH3]"
2668,2668,"[!#1]OC([!#1])([!#1])C(=O)[!#1]"
2669,2669,"[!#1]OC([!#1])([!#1])c1[cH][cH][cH][cH]c1C(=O)[!#1]"
2670,2670,"[!#1]OC([!#1])([!#1])c1[cH][cH][cH][cH]c1C(=O)C([!#1])([!#1])c2[cH][cH][cH][cH][cH]2"
2671,2671,"[!#1]OC([!#1])([!#1])c1[cH]c([CH3])[nH]c(=O)c1C(=O)[!#1]"
2672,2672,"[!#1]OC([CH3])([CH3])[CH3]"
2673,2673,"[!#1]OC(=O)[!#1]"
2674,2674,"[!#1]OC(=O)[CH]([CH3])[NH]C(=O)OC([CH3])([CH3])[CH3]"
2675,2675,"[!#1]OC(=O)[CH]=[CH][!#1]"
2676,2676,"[!#1]OC(=O)[CH]=[CH]c1[cH][cH][cH][cH][cH]1"
2677,2677,"[!#1]OC(=O)[CH2][CH2][CH2]C(=O)O[!#1]"
2678,2678,"[!#1]OC(=O)[CH2][CH2][CH3]"
2679,2679,"[!#1]OC(=O)[CH2][CH2]C(=O)O[CH3]"
2680,2680,"[!#1]OC(=O)[CH2][CH3]"
2681,2681,"[!#1]OC(=O)[CH2]C(=O)[CH3]"
2682,2682,"[!#1]OC(=O)[CH3]"
2683,2683,"[!#1]OC(=O)[NH][CH3]"
2684,2684,"[!#1]OC(=O)[NH]C(=O)[CH2][CH2]Br"
2685,2685,"[!#1]OC(=O)[NH2]"
2686,2686,"[!#1]OC(=O)C(=[CH2])[CH3]"
2687,2687,"[!#1]OC(=O)C(F)(F)F"
2688,2688,"[!#1]OC(=O)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F"
2689,2689,"[!#1]OC(=O)O[CH3]"
2690,2690,"[!#1]OC(C(=O)[!#1])(c1[cH][cH][cH][cH][cH]1)c2[cH][cH][cH][cH][cH]2"
2691,2691,"[!#1]OC(F)(F)[CH](F)Cl"
2692,2692,"[!#1]OC(F)(F)[CH](F)F"
2693,2693,"[!#1]OC1([CH2][CH2][CH2][CH2][CH2]1)C([!#1])([!#1])[!#1]"
2694,2694,"[!#1]Oc1[cH][cH][cH][cH][cH]1"
2695,2695,"[!#1]Oc1[cH][cH][cH][cH]c1[!#1]"
2696,2696,"[!#1]Oc1[cH][cH][cH][cH]c1[N+](=O)[O-]"
2697,2697,"[!#1]Oc1[cH][cH][cH][cH]c1[NH]C(=O)[!#1]"
2698,2698,"[!#1]Oc1[cH][cH][cH][cH]c1[OH]"
2699,2699,"[!#1]Oc1[cH][cH][cH][cH]c1C(=O)[!#1]"
2700,2700,"[!#1]Oc1[cH][cH][cH][cH]c1F"
2701,2701,"[!#1]Oc1[cH][cH][cH][cH]c1N([!#1])C(=O)[CH]([!#1])[CH2]C(=O)[!#1]"
2702,2702,"[!#1]Oc1[cH][cH][cH][cH]c1O[!#1]"
2703,2703,"[!#1]Oc1[cH][cH][cH]c([!#1])[cH]1"
2704,2704,"[!#1]Oc1[cH][cH][cH]c([CH]=N[!#1])c1[OH]"
2705,2705,"[!#1]Oc1[cH][cH][cH]c([cH]1)[N+](=O)[O-]"
2706,2706,"[!#1]Oc1[cH][cH][cH]c([cH]1)C(=O)[!#1]"
2707,2707,"[!#1]Oc1[cH][cH][cH]c([CH3])[cH]1"
